^PLATFORM = GPL14
!Platform_title = ce_rosetta
!Platform_geo_accession = GPL14
!Platform_status = Public on Jul 24 2001
!Platform_submission_date = Jul 24 2001
!Platform_last_update_date = May 26 2005
!Platform_technology = spotted DNA/cDNA
!Platform_distribution = non-commercial
!Platform_organism = Caenorhabditis elegans
!Platform_taxid = 6239
!Platform_description = A microarray with 13323 spot features.
!Platform_description = Tip Configuration: Standard 1-tip
!Platform_description = Columns per Sector: 1
!Platform_description = Rows per Sector: 1
!Platform_description = Column Spacing: 1.1
!Platform_description = Row Spacing: 1.1
!Platform_contact_name = ,,Stanford Microarray Database
!Platform_contact_email = array@genome.stanford.edu
!Platform_contact_phone = 650-498-6012
!Platform_contact_department = Stanford University, School of Medicine
!Platform_contact_institute = Stanford Microarray Database (SMD)
!Platform_contact_address = 300 Pasteur Drive
!Platform_contact_city = Stanford
!Platform_contact_state = CA
!Platform_contact_zip/postal_code = 94305
!Platform_contact_country = USA
!Platform_contact_web_link = http://genome-www5.stanford.edu/
!Platform_sample_id = GSM436
!Platform_sample_id = GSM437
!Platform_sample_id = GSM438
!Platform_sample_id = GSM439
!Platform_sample_id = GSM440
!Platform_sample_id = GSM441
!Platform_sample_id = GSM442
!Platform_sample_id = GSM443
!Platform_sample_id = GSM444
!Platform_sample_id = GSM445
!Platform_sample_id = GSM446
!Platform_sample_id = GSM447
!Platform_sample_id = GSM448
!Platform_sample_id = GSM449
!Platform_sample_id = GSM450
!Platform_sample_id = GSM451
!Platform_sample_id = GSM452
!Platform_sample_id = GSM453
!Platform_sample_id = GSM454
!Platform_sample_id = GSM455
!Platform_sample_id = GSM456
!Platform_sample_id = GSM457
!Platform_sample_id = GSM458
!Platform_sample_id = GSM459
!Platform_sample_id = GSM460
!Platform_sample_id = GSM461
!Platform_sample_id = GSM462
!Platform_sample_id = GSM463
!Platform_sample_id = GSM464
!Platform_sample_id = GSM465
!Platform_sample_id = GSM466
!Platform_sample_id = GSM467
!Platform_sample_id = GSM468
!Platform_sample_id = GSM469
!Platform_sample_id = GSM211535
!Platform_sample_id = GSM211537
!Platform_sample_id = GSM211538
!Platform_series_id = GSE5
!Platform_series_id = GSE8520
!Platform_data_row_count = 13323
#ID = 
#ORF = name of spot
#Description = description of spot
#Chromosome = chromosome
#Position = position
#Gene name = gene name
#SECTOR = spot sector grid coordinate
#SECTORROW = spot row grid coordinate
#SECTORCOL = spot column grid coordinate
#PLATE = clone plate identifier
#PROW = clone plate row
#PCOL = clone plate column
#FAILED = 
#IS_CONTAMINATED = 
!platform_table_begin
ID	ORF	Description	Chromosome	Position	Gene name	SECTOR	SECTORROW	SECTORCOL	PLATE	PROW	PCOL	FAILED	IS_CONTAMINATED
162	C47G2.1	Cuticulin component	2	11259888	cut-1/vmp-1/C47G2.1	1	1	1	1	G	18	0	U
163	C48D5.1	"Member of the retinoic acid receptor (RAR) subfamily of thyroid hormone receptors, expressed in L3 and L4 larvae and in adults"	3	3013317	nhr-6/cnr8/ceb-1/C48D5.1	1	1	1	1	G	19	0	U
164	C49A1.6	Member of the C-type lectin family	1	13329407	C49A1.6	1	1	1	1	G	20	0	U
165	C49A1.8	Member of the reverse transcriptase protein family	1	13331477	C49A1.8	1	1	1	1	G	21	0	U
166	C50B6.8	Member of the nuclear hormone receptor/Zinc finger protein family	5	13278346	C50B6.8	1	1	1	1	G	22	0	U
167	C50B6.12	"G protein coupled receptor, member of a large subfamily that contains ODR-10 odorant response protein, no homolog found in human or D. melanogaster"	5	13276826	C50B6.12	1	1	1	1	G	23	0	U
168	C50C10.6	"G protein coupled receptor, member of a large subfamily that contains ODR-10 odorant response protein, no homolog found in human or D. melanogaster"	5	9769607	C50C10.6	1	1	1	1	G	24	0	U
169	C50F4.2	Member of the phosphofructokinase protein family	5	9480885	C50F4.2	1	1	1	1	H	1	0	U
170	C50F4.8	"Protein of unknown function, has weak similarity to C. elegans C50D2.6"	5	9466707	C50F4.8	1	1	1	1	H	2	0	U
171	C50H2.1	"Member of the leucine-rich repeat-containing, G protein-coupled receptors, LGR, protein family"	5	9839142	C50H2.1/CeLGR/LGR	1	1	1	1	H	3	0	U
172	C52A11.4	Protein with strong similarity to human multiple PDZ domain protein (MPDZ); contains 8 lethal[1] discs large-1 tumor suppressor protein-like repeats	2	10730737	C52A11.4	1	1	1	1	H	4	0	U
173	C53B4.2	"Protein of unknown function, has similarity to C. elegans C45G9.8"	4	8555805	C53B4.2	1	1	1	1	H	5	0	U
174	C53B4.5	Putative collagen	4	8569838	C53B4.5	1	1	1	1	H	6	0	U
175	C53D6.1		4	8585054		1	1	1	1	H	7	0	U
176	C53D6.6	Member of the transposase protein family	4	8618713	C53D6.6	1	1	1	1	H	8	0	U
177	C54C6.2	Beta tubulin	3	2975559	ben-1/C54C6.2	1	1	1	1	H	9	0	U
178	C54D10.5	"G-protein coupled receptor of unknown function, no homolog found in human or D. melanogaster"	5	12378415	C54D10.5	1	1	1	1	H	10	0	U
179	C54G4.8	"Putative cytochrome c1, predicted member of the cytochrome bc1 complex"	1	7355952	C54G4.8	1	1	1	1	H	11	0	U
180	C54G4.9	Protein of unknown function	1	7357679	C54G4.9	1	1	1	1	H	12	0	U
181	C55A6.2	"Protein with strong similarity to human Hs.169910 gene product, protein KIAA0173 isolated from a cell line KG1 cDNA library"	5	11454420	C55A6.2	1	1	1	1	H	13	0	U
182	D1025.3	"Protein of unknown function, has weak similarity to C. elegans Y60A3.M"	X	14249898	D1025.3	1	1	1	1	H	14	0	U
183	D1046.2	Protein containing a zinc finger domain of the C2H2 type	4	8515482	D1046.2	1	1	1	1	H	15	0	U
184	D1054.9	Protein with weak similarity to C. elegans Y97E10AR.E gene product	5	10735010	D1054.9	1	1	1	1	H	16	0	U
185	D1081.8	Putative ortholog of human Hs.155174	1	7824005	D1081.8	1	1	1	1	H	17	0	U
186	D2005.1	"Putative paralog of C. elegans H15N14.1A, has moderate similarity to RNA-specific adenosine deaminase"	1	7117197	D2005.1	1	1	1	1	H	18	0	U
187	D2005.5	"Protein with moderate similarity to ATP-dependent RNA helicases, has strong similarity to C. elegans F15B10.2"	1	7153542	D2005.5	1	1	1	1	H	19	0	U
188	D2013.9	"Putative ortholog of human Hs.82563 gene product, protein KIAA0153 isolated from cell line KG-1 cDNA library"	2	9330461	D2013.9	1	1	1	1	H	20	0	U
189	D2023.2	Member of the carboxylase protein family	5	11767188	pyc-1/D2023.2	1	1	1	1	H	21	0	U
190	D2023.5	"Protein with similarity to human Hs.19362 protein, rhodanese, cyanide sulfurtransferase"	5	11775043	D2023.5	1	1	1	1	H	22	0	U
191	D2023.6	"Protein with moderate similarity to S. cerevisiae Abc1p, a possible chaperonin for the assembly of cytochrome bc1 complex"	5	11776426	D2023.6	1	1	1	1	H	23	0	U
192	D2030.2	"Protein with similarity to bacterial ClpX proteins, which are heat-shock inducible protease subunits that may function as chaperones"	1	6906979	D2030.2	1	1	1	1	H	24	0	U
193	D2030.10	Protein of unknown function	1	6935024	D2030.10	1	1	1	1	I	1	0	U
194	D2085.5	Protein of unknown function	2	8660829	D2085.5	1	1	1	1	I	2	1	U
195	E01G4.5	"Protein of unknown function, putative paralog of C. elegans Y116F11.Y"	2	13288196	E01G4.5	1	1	1	1	I	3	0	U
196	E01G4.6	"Putative coiled-coil protein, has weak similarity to myosin heavy chains"	2	13298066	E01G4.6	1	1	1	1	I	4	0	U
197	E01G6.1	Member of the EGF-repeat protein family	X	12006914	E01G6.1	1	1	1	1	I	5	0	U
198	E02H1.2	"Protein with similarity to human HERA-B, homolog of E. coli GTPase Era, an essential cell-cycle protein"	2	9579820	E02H1.2	1	1	1	1	I	6	2	U
199	E02H1.3	"Protein with strong similarity to S. cerevisiae Deg1p, a pseudouridine synthase that catalyzes the formation of pseudouridine-38 and -39 in cytoplasmic and mitochondrial tRNAs"	2	9582868	E02H1.3	1	1	1	1	I	7	0	U
200	E02H1.4	Member of the poly(ADP-ribose) polymerase catalytic region protein family	2	9584509	E02H1.4	1	1	1	1	I	8	0	U
201	E02H4.2	Putative ortholog of C. elegans F13B9.1 gene product	X	14023949	E02H4.2	1	1	1	1	I	9	0	U
202	E02H4.3	"Serine/threonine protein kinase of the cyclin-dependent kinase subfamily, has strong similarity to human CKL2, CLK3, and CLK cdc2-like protein kinases, has strong similarity to D. melanogaster DOA (darkener of apricot) protein kinase and S. cerevisiae Kns1p protein kinase"	X	14030966	E02H4.3	1	1	1	1	I	10	0	U
203	E03H4.1	Member of the transposase protein family	1	11599265	E03H4.1	1	1	1	1	I	11	0	U
204	E03H4.5	Member of an uncharacterized protein family	1	11611523	E03H4.5	1	1	1	1	I	12	0	U
205	F01G4.6	Member of the mitochondrial carrier (MCF) protein family	4	10740851	F01G4.6	1	1	1	1	I	13	0	U
206	F01G10.3	"Protein with strong similarity to H. sapiens EHHADH, an enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase; putative paralog of C. elegans F01G10.2"	4	9824667	F01G10.3	1	1	1	1	I	14	0	U
207	F01G10.5	"Putative coiled-coil protein, has similarity to human MYH9, a myosin heavy polypeptide"	4	9819131	F01G10.5	1	1	1	1	I	15	0	U
208	F02A9.5	Protein with similarity to human and Drosophila propionyl-coenzyme A carboxylases	3	8527576	F02A9.5/F02A9.4A	1	1	1	1	I	16	0	U
209	F02A9.6	Notch-related receptor involved in establishment of early embryonic polarity and germ line proliferation	3	8532767	glp-1/emb-33/F02A9.6	1	1	1	1	I	17	0	U
210	F02D10.1	"Putative collagen, protein with strong similarity to human COL5A2 protein, an alpha-1 collagen"	X	13212229	F02D10.1	1	1	1	1	I	18	0	U
211	F07H5.10	Protein with strong similarity to C. elegans dom-3 gene product	2	8798785	F07H5.10	1	1	1	1	I	19	0	U
212	F08A8.4	Member of the acyl-CoA oxidase protein family	1	12148595	F08A8.4	1	1	1	1	I	20	0	U
213	F08B12.3	Expressed in neurons and is a member of the calcium-activated Slo potassium channel family			slo-2/nSlo2/F08B12.3	1	1	1	1	I	21	0	U
214	F08G5.4	"Putative collagen, protein with strong similarity to human COL5A2 protein, precollagen alpha (2)"	4	12223255	F08G5.4	1	1	1	1	I	22	0	U
215	F09B9.1	"G-protein coupled receptor, member of unnamed subfamily with distant homology to SRG subfamily, no homolog found in human or D. melanogaster"	X	9892975	F09B9.1	1	1	1	1	I	23	0	U
216	F09C6.8	"Possible nuclear hormone receptor, contains C4 zinc-finger domains; putative paralog of C. elegans C38C3.9"	5	16829094	F09C6.8	1	1	1	1	I	24	1	U
217	F09E8.3	"Member of the MutS family of mismatch repair proteins, has strong similarity to human mutS homolog 5 (MSH5) and S. cerevisiae Msh3p"	4	12951544	msh-5/F09E8.3	1	1	1	1	J	1	0	U
218	F09F3.12	Member of the G-protein coupled receptor protein family	5	13806743	F09F3.12	1	1	1	1	J	2	0	U
219	F10A3.2	Member of an uncharacterized protein family	5	16066223	F10A3.2	1	1	1	1	J	3	0	U
220	F10A3.12	"G protein coupled receptor, member of a large subfamily that contains ODR-10 odorant response protein, no homolog found in human or D. melanogaster"	5	16088598	F10A3.12	1	1	1	1	J	4	0	U
221	F10A3.13	"G protein coupled receptor, member of a large subfamily that contains ODR-10 odorant response protein, no homolog found in human or D. melanogaster"	5	16090417	F10A3.13	1	1	1	1	J	5	0	U
222	F10B5.7	Putative member of an RNA-directed RNA polymerase (RdRP) family of proteins that include EGO-1	2	8154033	rrf-3/F10B5.7	1	1	1	1	J	6	0	U
223	F10C2.7	Protein with similarity to human and D. melanogaster sodium-dependent inorganic phosphate cotransporters	5	12003010	F10C2.7	1	1	1	1	J	7	0	U
224	F10F2.4	"Protein with two leucine-rich domains, has moderate similarity to C. elegans C56E6.6"	3	4060265	F10F2.4	1	1	1	1	J	8	0	U
225	F10F2.8	"Member of the C-type lectin family, has weak similarity to human versican and aggrecan chondroitin sulfate proteoglycans"	3	4072542	F10F2.8	1	1	1	1	J	9	0	U
226	F11A3.2	"Protein with similarity to S. cerevisiae Gcd2p, translation initiation factor eIF2B (guanine nucleotide exchange factor)"	5	9462971	F11A3.2	1	1	1	1	J	10	0	U
227	F11A5.2	"Protein of unknown function, putative paralog of C. elegans F11A5.1"	5	16117537	F11A5.2	1	1	1	1	J	11	0	U
228	F11A5.9	Protein with similarity to human and D. melanogaster sodium-dependent inorganic phosphate cotransporters	5	16139080	F11A5.9	1	1	1	1	J	12	0	U
229	F11A5.10	Avermectin-sensitive glutamate-gated chloride channel GluCl-alpha subunit	5	16143891	glc-1/F11A5.10	1	1	1	1	J	13	0	U
230	F11A10.2	"Putative U2 snRNP-associated splicing factor, putative ortholog of human SAP62/SF3a66 and yeast Prp11p"	4	11671264	F11A10.2	1	1	1	1	J	14	0	U
231	F11D11.2	Member of the transposase protein family	5	18593957	F11D11.2	1	1	1	1	J	15	2	U
232	F11D11.9	Member of the transposase protein family	5	18571643	F11D11.9	1	1	1	1	J	16	0	U
233	F12F6.6	"Member of the COPII coat protein, Sec24p-like protein family"	4	11155618	F12F6.6	1	1	1	1	J	17	0	U
234	F13B12.1	"Protein of unknown function, has weak similarity to S. cerevisiae Ypr133p protein"	4	10013774	F13B12.1	1	1	1	1	J	18	0	U
235	F13D2.3	G-protein coupled receptor with weak similarity to D. melanogaster dopamine receptor and human chemokine receptor and beta-adrenergic receptors	X	10939309	F13D2.3	1	1	1	1	J	19	0	U
236	F13D12.2	Lactate dehydrogenase	2	11699516	ldh-1/LDH/ldh/F13D12.2	1	1	1	1	J	20	0	U
237	F13D12.4	Member of the aldehyde dehydrogenase protein family	2	11703269	F13D12.4	1	1	1	1	J	21	0	U
238	F13D12.5	Putative paralog of C. elegans T21B10.4	2	11701007	F13D12.5	1	1	1	1	J	22	0	U
239	F13G3.6	Protein with similarity to bacterial glucosyltransferases and acetylglucosaminyltransferases	1	6636184	F13G3.6	1	1	1	1	J	23	0	U
240	F14D7.2	Protein of unknown function	5	14241335	F14D7.2	1	1	1	1	J	24	0	U
241	F14E5.4	Protein with moderate similarity to acid phosphatases	2	8421526	F14E5.4	1	1	1	1	K	1	0	U
242	F15A2.1	"Putative collagen, protein with strong similarity to human COL5A2 protein, alpha-2 collagen type V"	X	13214947	F15A2.1	1	1	1	1	K	2	0	U
243	F15A4.8	"Protein with similarity to chitinases, strongly related to a number of C. elegans proteins"	2	12442104	F15A4.8	1	1	1	1	K	3	0	U
244	F15H9.1	"Protein of unknown function, has strong similarity to C. elegans F35E2.5"	1	11305215	F15H9.1	1	1	1	1	K	4	0	U
245	F15H10.2	"Collagen of the collagen triple helix repeat (20 copies) family, putative paralog of C. elegans col-12 gene product"	5	10369944	col-13/F15H10.2	1	1	1	1	K	5	0	U
246	F15H10.4	"Protein of unknown function, putative paralog of C. elegans Y4C6B.G"	5	10375415	F15H10.4	1	1	1	1	K	6	0	U
247	F17A2.1	Protein with weak similarity to C. elegans tra-2 (Transmembrane protein that promotes female development in animals that have two X chromosomes)	X	12061032	F17A2.1	1	1	1	1	K	7	0	U
248	F17B5.1	Protein with strong similarity to C. elegans T20D4.7 gene product [Member of the thioredoxin protein family]	1	12373990	F17B5.1	1	1	1	1	K	8	0	U
249	F17B5.2	"Putative G-protein coupled receptor, member of a subfamily with distant similarity to members of the SRG subfamily, no homolog found in human or D. melanogaster, has similarity in the C-terminal region to C-type lectins"	1	12378852	F17B5.2	1	1	1	1	K	9	0	U
250	F17C8.5	Member of the 4 TM potassium channel protein family	3	4180178	twk-5/F17C8.5	1	1	1	1	K	10	0	U
251	F17C11.7	"Protein with strong similarity to S. cerevisiae Yhr188p, which is an essential protein"	5	10906144	F17C11.7	1	1	1	1	K	11	0	U
252	F18E2.2	"Member of the non-transporter group of the ATP-binding cassette (ABC) superfamily, has strong similarity to human ABC50 protein"	5	12710248	F18E2.2	1	1	1	1	K	12	0	U
253	F19H6.3	Putative paralog of C. elegans F11E6.7 gene product	X	12113506	F19H6.3	1	1	1	1	K	13	0	U
254	F20C5.2	"Putative kinesin-like protein, has strong similarity to H. sapiens KIF3B, kinesin family member 3B"	4	8346194	klp-11/F20C5.2	1	1	1	1	K	14	0	U
255	F20C5.5	"Putative coiled-coil protein, has weak similarity to human golgi autoantigens and centromere proteins"	4	8358799	F20C5.5	1	1	1	1	K	15	0	U
256	F20G2.5	Member of an uncharacterized protein family	5	13720890	F20G2.5	1	1	1	1	K	16	0	U
257	F20G4.2	Protein of unknown function	1	7248856	F20G4.2	1	1	1	1	K	17	0	U
258	F20G4.3	Nonmuscle myosin II heavy chain-related protein required for cytokinesis and establishment of early embryonic polarity	1	7259771	nmy-2/F20G4.3	1	1	1	1	K	18	0	U
259	F21C3.1	Member of the 4-TM potassium channel protein family	1	6602203	twk-7/F21C3.1	1	1	1	1	K	19	0	U
260	F21D5.6	Protein of unknown function	4	8331202	F21D5.6	1	1	1	1	K	20	0	U
261	F21G4.2	"Probable membrane transporter of the ATP-binding cassette (ABC) superfamily, has strong similarity to human canicular multispecific organic anion transporters CMOAT and CMOAT2"	X	9637828	F21G4.2	1	1	1	1	K	21	0	U
262	F21H7.4	Member of the C-type lectin family	5	16158105	F21H7.4	1	1	1	1	K	22	0	U
263	F21H7.7	"Protein of unknown function, putative paralog of C. elegans F49H6.4"	5	16165398	F21H7.7	1	1	1	1	K	23	0	U
264	F22B3.3	Member of the reverse transcriptase protein family	4	11001268	F22B3.3	1	1	1	1	K	24	0	U
265	F22B3.6	Member of the reverse transcriptase protein family	4	11012001	F22B3.6	1	1	1	1	L	1	0	U
266	F22B5.5	Member of a protein family	2	8444761	F22B5.5	1	1	1	1	L	2	0	U
267	F22B5.7	Component of meiotic and mitotic spindle poles	2	8449296	zyg-9/F22B5.7/F22B5.8	1	1	1	1	L	3	0	U
268	F22B5.8		2	8452231		1	1	1	1	L	4	0	U
269	F22B8.4	Member of an uncharacterized protein family	5	16010753	F22B8.4	1	1	1	1	L	5	0	U
270	F22D6.6	"Protein of unknown function, has moderate similarity to C. elegans Y38F2A_6126.J"	1	6428193	F22D6.6	1	1	1	1	L	6	0	U
271	F22G12.2	"Protein of unknown function, putative paralog of C. elegans K02A2.6"	1	12336548	F22G12.2	1	1	1	1	L	7	0	U
272	F23B12.1	Member of the protein phosphatase protein family	5	14378180	F23B12.1	1	1	1	1	L	8	0	U
273	F23B12.5	Member of the dihydrolipoamide S-acetyltransferase protein family	5	14394717	F23B12.5	1	1	1	1	L	9	0	U
274	F23H12.5	"Protein of unknown function, contains a putative thrombospondin type 1 domain, has weak similarity to human KIAA0170 protein (Hs.169504)"	5	12307763	F23H12.5	1	1	1	1	L	10	0	U
275	F25B3.6	"Putative ortholog of Human Hs.83419 protein, mRNA for KIAA0252 gene was isolated from a KG-1 cell line cDNA library"	5	9529592	F25B3.6	1	1	1	1	L	11	0	U
276	F25D1.4	"Protein of unknown function, has moderate similarity to C. elegans T28D9.7"	5	10489434	F25D1.4	1	1	1	1	L	12	0	U
277	F25D7.4	Member of the claustrin-like protein family	1	9730699	F25D7.4	1	1	1	1	L	13	0	U
278	F25H2.8	Protein of unknown function	1	9875200	F25H2.8	1	1	1	1	L	14	0	U
279	F25H5.7	"Protein with strong similarity to protein tyrosine phosphatases, putative paralog of C. elegans F55F8.7"	1	8486939	F25H5.7	1	1	1	1	L	15	0	U
280	F26A3.1	"Protein of unknown function, has strong similarity to C. elegans F11C1.4"	1	6973270	F26A3.1	1	1	1	1	L	16	0	U
281	F26D2.2	"Putative coiled-coil protein, has weak similarity to human golgi autoantigens"	5	16326408	F26D2.2	1	1	1	1	L	17	0	U
282	F26D10.4	"Putative copine, has strong similarity to human copines"	4	16561718		1	1	1	1	L	18	0	U
283	F26D10.5	"Protein with strong similarity to human Hs.66776, a membrane protein with histidine rich charge clusters; is identical to C. elegans T28F3.3 gene product"	4	16566016		1	1	1	1	L	19	1	U
284	F26E4.10	"Member of the RNase III domain protein family, but contains two RNase III signature motifs"	1	9114922	Ce-Drosha/F26E4.10/F26E4.13	1	1	1	1	L	20	0	U
285	F26E4.13	Member of the RNase3 domain protein family	1	9113204		1	1	1	1	L	21	0	U
286	F26H9.3	Member of the transposase protein family	1	8632100	F26H9.3	1	1	1	1	L	22	0	U
287	F26H9.5	Putative phosphoserine aminotransferase	1	8644144	F26H9.5	1	1	1	1	L	23	0	U
288	F27D4.5	Member of the pyruvate dehydrogenase protein family	1	7059967	F27D4.5	1	1	1	1	L	24	1	U
289	F28B1.3	Member of a protein family	5	16976180	F28B1.3	1	1	1	1	M	1	2	U
290	F28C1.3	"Putative ortholog of H. sapiens Hs.31809 gene product [Homo sapiens chromosome 19, cosmid R32611]"	5	12418262	F28C1.3	1	1	1	1	M	2	0	U
291	F28C6.4	"Putative ortholog of S. cerevisiae Las21p, which is required for addition of a side chain to the glycosylphospatidylinositol (GPI) core structure"	2	8587775	F28C6.4	1	1	1	1	M	3	1	U
292	F28D1.10	"Putative ortholog of Drosophila HEM protein, a transmembrane domain containing protein"	4	12200143	F28D1.10	1	1	1	1	M	4	0	U
293	F28F8.4	"Protein of unknown function, has moderate similarity to C. elegans F44G3.8"	5	15495671	F28F8.4	1	1	1	1	M	5	0	U
294	F28H7.1	"G protein coupled receptor, member of a large subfamily that contains ODR-10 odorant response protein, no homolog found in human or D. melanogaster"	5	10691523	F28H7.1	1	1	1	1	M	6	2	U
295	F28H7.3	Member of the lipase protein family	5	10698725	F28H7.3	1	1	1	1	M	7	0	U
296	F29F11.1	"Putative UDP-glucose dehydrogenase, putative ortholog of Human UGDH protein, a UDP-glucose dehydrogenase"	5	10608824	F29F11.1	1	1	1	1	M	8	0	U
297	F30A10.5	"Protein of unknown function, similar to Human erythrocyte band 7 integral membrane protein"	1	8818552	F30A10.5	1	1	1	1	M	9	0	U
298	F30A10.7	Member of the protease protein family	1	8829738	F30A10.7	1	1	1	1	M	10	0	U
299	F30A10.10	"Protein with similarity within the N-terminal region to ubiquitin-specific proteases of human, S. cerevisiae, and D. melanogaster,"	1	8838292	F30A10.10	1	1	1	1	M	11	0	U
300	F30F8.4	Member of the transposase protein family	1	7176551	F30F8.4	1	1	1	1	M	12	0	U
301	F31D4.3	Member of the FK506-binding protein protein family	5	21104167	F31D4.3	1	1	1	1	M	13	0	U
302	F32B6.1	"Member of the nuclear hormone receptor, C4-type zinc finger protein family"	4	9470381	nhr-4/F32B6.1	1	1	1	1	M	14	0	U
303	F32B6.2	Member of the carboxylase protein family	4	9475602	F32B6.2	1	1	1	1	M	15	0	U
304	F32D8.8	Member of an uncharacterized protein family	5	10850539	F32D8.8	1	1	1	1	M	16	0	U
305	F32D8.10	"G-protein coupled receptor of unknown function, no homolog found in human or D. melanogaster"	5	10856008	F32D8.10	1	1	1	1	M	17	0	U
306	F32H2.3	Protein of unknown function	1	8299793	F32H2.3	1	1	1	1	M	18	0	U
307	F32H5.4	"Protein with similarity to organic cation transporter of human and D. melanogaste, has weak similarity to S. cerevisiae Snf3p"	5	13310267	F32H5.4	1	1	1	1	M	19	0	U
308	F33A8.1	Prototypical nucampholin that associates with chromatin in adult germline cells and is necessary for germline proliferation during development	2	11013837	let-858/F33A8.1	1	1	1	1	M	20	0	U
309	F33C8.1	Member of the CUB domain protein family	X	14449166	F33C8.1	1	1	1	1	M	21	0	U
310	F33H1.1	"Putative DNA binding protein, putative ortholog of Human RFX2 protein, regulatory factor X2 influences HLA class II expression"	2	10149415		1	1	1	1	M	22	0	U
311	F33H2.1	Protein with similarity to helicases	1	13971683		1	1	1	1	M	23	0	U
312	F33H2.5	"Putative catalytic subunit of DNA polymerase epsilon, predicted to be involved in DNA replication and DNA repair"	1	13959910	F33H2.5	1	1	1	1	M	24	0	U
313	F35B12.2	Putative retinol dehydrogenase	5	11551426	F35B12.2	1	1	1	1	N	1	0	U
314	F35C5.8	Member of the C-type lectin protein family	2	12738031	F35C5.8	1	1	1	1	N	2	0	U
315	F35C11.4	Protein of unknown function	2	8241422	F35C11.4	1	1	1	1	N	3	0	U
316	F35E12.10	Member of an uncharacterized protein family	5	13695086	F35E12.10	1	1	1	1	N	4	0	U
317	F35G12.5	Protein of unknown function	3	4022146	F35G12.5	1	1	1	1	N	5	0	U
318	F35G12.8	"Member of the SMC (structural maintenance of chromosomes) protein family, has strong similarity to C. elegans DPY-27"	3	4024720	F35G12.8	1	1	1	1	N	6	0	U
319	F35G12.10	"Protein with weak similarity to the B chain of ATP synthase, probable paralog of C. elegans F02E8.1"	3	4031877	F35G12.10	1	1	1	1	N	7	0	U
320	F35G12.12	Protein of unknown function	3	4019164	F35G12.12	1	1	1	1	N	8	0	U
321	F35H8.3	"Protein containing a putative C2H2-type zinc finger domain, has similarity to human Hs.75471/OZF protein"	2	9549207	F35H8.3	1	1	1	1	N	9	0	U
322	F35H8.5	"Ribonucleoprotein related to drosophila ELAV, involved in cholinergic neuron development"	2	9567771	elr-1/F35H8.5	1	1	1	1	N	10	0	U
323	F35H8.7		2	9573427		1	1	1	1	N	11	0	U
324	F36A2.13	"Putative ubiquitin-protein ligase, possible ortholog of H. sapiens Hs.11469"	1	8161116	F36A2.13	1	1	1	1	N	12	0	U
325	F36D3.5	Member of the ankyrin repeat protein family	5	16434557	F36D3.5	1	1	1	1	N	13	0	U
326	F36G3.1	"Putative coiled-coil protein, has weak similarity at the C-terminus to D. melanogaster HK (hook) protein"	X	9534231	F36G3.1	1	1	1	1	N	14	0	U
327	F36G9.9	"Protein of unknown function, putative paralog of C. elegans F36G9.8"	5	15888030	F36G9.9	1	1	1	1	N	15	0	U
328	F36H1.2	Ankyrin repeat-containing protein with similarity to C. elegans UNC-44 and human and D. melanogaster ankyrins	4	10632073	F36H1.2	1	1	1	1	N	16	0	U
329	F36H1.3	"Member of the protein phosphatase (tyrosine) protein family, putative paralog of C. elegans R09E10.2, has strong similarity to human PTPN9 and D. melanogaster PTP61F"	4	10642788	F36H1.3	1	1	1	1	N	17	0	U
330	F37B12.4	"Protein with strong similarity to human USP9Y protein, ubiquitin specific protease 9, and related to D. melanogaster fat facets protein"	2	9034238	F37B12.4	1	1	1	1	N	18	0	U
331	F38A1.2	Member of the Tc3 Transposase protein family	4	1197615	F38A1.2	1	1	1	1	N	19	2	U
332	F38A3.1	"Putative collagen, protein with strong similarity to human COL5A2 protein, alpha-2 collagen, type V"	2	11003957	F38A3.1	1	1	1	1	N	20	0	U
333	F38E11.5	Member of the WD repeat protein family	4	9050774	F38E11.5	1	1	1	1	N	21	0	U
334	F38H4.2	Member of an uncharacterized protein family	4	11425766	F38H4.2	1	1	1	1	N	22	0	U
335	F38H4.3	Protein of unknown function	4	11431083	F38H4.3	1	1	1	1	N	23	0	U
336	F38H4.4	"Putative tyrosine protein phosphatase, has strong similarity to C. elegans C46A5.1"	4	11435081	F38H4.4	1	1	1	1	N	24	0	U
337	F39B1.1	"Putative phosphatidylinositol 3-kinase, possible ortholog of H. sapiens PIK3C2B"	X	14972335	F39B1.1	1	1	1	1	O	1	0	U
338	F39B2.3	Member of the alcohol dehydrogenase protein family	1	13742428	F39B2.3	1	1	1	1	O	2	0	U
339	F39B2.4		1	13731487		1	1	1	1	O	3	0	U
340	F40F9.5	"Protein of unknown function, has weak similarity to C. elegans Y43F8A.E"	5	9668967	F40F9.5	1	1	1	1	O	4	0	U
341	F40F9.10	"Protein of unknown function, has weak similarity to C. elegans C53A5.2"	5	9660598	F40F9.10	1	1	1	1	O	5	0	U
342	F40F11.2	"Protein with weak similarity to C. elegans unc-89 (Muscle cell protein of the immunoglobin-like protein family, required for coordinated locomotion)"	4	11187996	F40F11.2	1	1	1	1	O	6	0	U
343	F40F12.2	Member of the reverse transcriptase protein family	3	9357624	F40F12.2	1	1	1	1	O	7	0	U
344	F40G12.2	"Protein of unknown function, has weak similarity to C. elegans C12D5.10"	5	14208838	F40G12.2	1	1	1	1	O	8	0	U
