^PLATFORM = GPL12
!Platform_title = Stanford Zea mays
!Platform_geo_accession = GPL12
!Platform_status = Public on Oct 09 2001
!Platform_submission_date = Jun 11 2001
!Platform_last_update_date = May 26 2005
!Platform_technology = spotted DNA/cDNA
!Platform_distribution = non-commercial
!Platform_organism = Zea mays
!Platform_taxid = 4577
!Platform_description = A maize array fabricated with 5,376 unique expressed sequence tag (EST) clones sequenced from 4-day-old roots, immature ears and adult organ cDNA libraries.
!Platform_description = mRNA source: Zea mays strain with genetic background K55 (75%), W23 (20%), Robertson's Mutator (5%).
!Platform_web_link = http://zmdb.iastate.edu/
!Platform_pubmed_id = 12225584
!Platform_contributor = Yangrae,,Cho
!Platform_contributor = Virginia ,,Walbot
!Platform_contact_name = Yangrae,,Cho
!Platform_contact_email = yacho@sequence.stanford.edu
!Platform_contact_phone = 650-812-1976
!Platform_contact_fax = 650-812-1975
!Platform_contact_laboratory = V. Walbot
!Platform_contact_department = Biological Sciences
!Platform_contact_institute = Stanford University
!Platform_contact_address = 385 Serra Mall
!Platform_contact_city = Stanford University
!Platform_contact_state = CA
!Platform_contact_zip/postal_code = 94305-8221
!Platform_contact_country = USA
!Platform_sample_id = GSM57
!Platform_sample_id = GSM58
!Platform_sample_id = GSM59
!Platform_sample_id = GSM60
!Platform_sample_id = GSM61
!Platform_sample_id = GSM62
!Platform_sample_id = GSM63
!Platform_sample_id = GSM64
!Platform_sample_id = GSM65
!Platform_sample_id = GSM66
!Platform_sample_id = GSM67
!Platform_sample_id = GSM68
!Platform_sample_id = GSM69
!Platform_sample_id = GSM70
!Platform_sample_id = GSM71
!Platform_sample_id = GSM72
!Platform_sample_id = GSM73
!Platform_sample_id = GSM74
!Platform_sample_id = GSM75
!Platform_sample_id = GSM76
!Platform_sample_id = GSM77
!Platform_sample_id = GSM78
!Platform_sample_id = GSM79
!Platform_sample_id = GSM80
!Platform_series_id = GSE141
!Platform_data_row_count = 5760
#ID = 
#Homologs PID-1 = Top matching sequences to GenBank on March 1, 2001
#Homologs PID-2 = Top matching sequences to GenBank on March 1, 2001
#Homologs PID-3 = Top matching sequences to GenBank on March 1, 2001
#SPOT_ID = Spot identifier
!platform_table_begin
ID	Homologs PID-1	Homologs PID-2	Homologs PID-3	SPOT_ID
614020F11.y1	Homolog PID: 7270122 putative protein [Arabidopsis thaliana]	Homolog PID: 2864625 putative protein [Arabidopsis thaliana]	Homolog PID: 3249085 T13D8.31 [Arabidopsis thaliana]	614020F11.y1
614021H05.y1	Homolog PID: 3294469 phosphoglucomutase 2 [Zea mays]	Homolog PID: 3294467 phosphoglucomutase 1 [Zea mays]	Homolog PID: 8250624 cytosolic phosphoglucomutase [Solanum tuberosum]	614021H05.y1
614017G06.y1	Homolog PID: 9759604 contains similarity to cyclin~ge... [Arabidopsis thaliana]			614017G06.y1
614018E02.y1	Homolog PID: 7269311 putative protein [Arabidopsis thaliana]	Homolog PID: 4220529 putative protein [Arabidopsis thaliana]	Homolog PID: 9759624 gene_id:MNA5.17~pir||T05573~stro...	614018E02.y1
614018H10.x1	Homolog PID: 9758171 gene_id:MTE17.10~ref|NP_032765.1...			614018H10.x1
614020G05.y1	Homolog PID: 8346545 syntaxin-like protein [Arabidopsis thaliana]	Homolog PID: 6006872 s-syntaxin-like protein [Arabidopsis thaliana]	Homolog PID: 5734739 Similar to syntaxin	614020G05.y1
614020B12.y1				614020B12.y1
614021C06.y1				614021C06.y1
614036D04.x2	Homolog PID: 8843726 dolichyl-di-phosphooligosacchari... [Arabidopsis thaliana]	Homolog PID: 2662377 oligosaccharyltransferase [Mus musculus]	Homolog PID: 2662375	614036D04.x2
614038E02.x2				614038E02.x2
614038E07.y2				614038E07.y2
614038H12.y2				614038H12.y2
614040E05.y1	Homolog PID: 3763933 unknown protein [Arabidopsis thaliana]	Homolog PID: 7801686 transporter-like protein [Arabidopsis thaliana]	Homolog PID: 10177360 CMP-sialic acid transporter-l	614040E05.y1
614042E09.x2				614042E09.x2
614036D05.x1	Homolog PID: 9755707 ADP-ribosylation factor-like pro... [Arabidopsis thaliana]	Homolog PID: 6714424 putative ADP-ribosylation factor [Arabidopsis thaliana]		614036D05.x1
614038G02.y2	Homolog PID: 3236250 hypothetical protein [Arabidopsis thaliana]			614038G02.y2
614038D08.x2	Homolog PID: 2160190 F21M12.37 gene product [Arabidopsis thaliana]	Homolog PID: 3540180 Unknown protein [Arabidopsis thaliana]	Homolog PID: 8979939 Identical to gene ZW18 fr	614038D08.x2
614039H04.x1				614039H04.x1
614040D10.x1				614040D10.x1
614042C11.y1				614042C11.y1
614036E09.x2	Homolog PID: 4335739 hypothetical protein [Arabidopsis thaliana]			614036E09.x2
614038D03.y2	Homolog PID: 4895238 putative VAMP [Arabidopsis thaliana]	Homolog PID: 6688926 VAP27 [Nicotiana plumbaginifoli]	Homolog PID: 7329670 putative protein [Arabidopsis thaliana]	614038D03.y2
614038E09.x2	Homolog PID: 3746915 E2 ubiquitin-conjugating-like en... [Arabidopsis thaliana]	Homolog PID: 6729530 E2 ubiquitin-conjugating-like en... [Arabidopsis thaliana]		614038E09.x2
614039G06.x1				614039G06.x1
614040G10.y1	Homolog PID: 9758639 WD-repeat protein-like [Arabidopsis thaliana]	Homolog PID: 8096398 ESTs AU082471(C61852),AU082572(S... [Oryza sativa]	Homolog PID: 6970280 unknown prote	614040G10.y1
614042E11.x2	Homolog PID: 1070356 cytochrome c oxidase, Vc subunit [Hordeum vulgare]	Homolog PID: 4850330 cytochrome c oxidase subunit 5c [Oryza sativa]		614042E11.x2
614036B10.x2	Homolog PID: 6714290 F15H18.15 [Arabidopsis thaliana]			614036B10.x2
614038E04.y2				614038E04.y2
614038H09.x2				614038H09.x2
614039E07.x1	Homolog PID: 9989062 Unknown protein [Arabidopsis thaliana]	Homolog PID: 10176931 gene_id:MTG10.16~unknown protein [Arabidopsis thaliana]		614039E07.x1
614040H12.y1	Homolog PID: 6056376 Similar to serine/threonine kina... [Arabidopsis thaliana]	Homolog PID: 11094719 receptor protein kinase, putative [Arabidopsis thaliana]		614040H12.y1
614043B02.x2	Homolog PID: 10177617 von Hippel-Lindau binding protein [Arabidopsis thaliana]	Homolog PID: 3212112 prefoldin subunit 3 [Homo sapiens]	Homolog PID: 1465751 VHL b	614043B02.x2
614058B07.x1				614058B07.x1
614059C02.x1				614059C02.x1
614060A01.x1				614060A01.x1
614060G05.y1				614060G05.y1
614060D09.x1				614060D09.x1
614062C04.y1	Homolog PID: 1622721 V-type H+-ATPase 16 kDa subunit [Kalanchoe daigremontiana]	Homolog PID: 1429264 subunit c of V-type ATPase [Beta vulgaris]	Homolog PID: 85757	614062C04.y1
614058E07.y1				614058E07.y1
614059A03.y1				614059A03.y1
614060C01.y1	Homolog PID: 8953390 putative protein [Arabidopsis thaliana]			614060C01.y1
614060D06.x1	Homolog PID: 3386615 putative phosphomannomutase [Arabidopsis thaliana]	Homolog PID: 7899351 probable phosphomannomutase [Neurospora crassa]	Homolog PID: 1813335 phosph	614060D06.x1
614060H09.y1	Homolog PID: 9759326 contains similarity to lysophosp... [Arabidopsis thaliana]	Homolog PID: 7206672 contains similarity to Mus muscu... [Caenorhabditis elegans]		614060H09.y1
614062G04.x1	Homolog PID: 215135 ea8.5	Homolog PID: 801889 ORF55 [Bacteriophage 434]		614062G04.x1
614058C08.x1				614058C08.x1
614059A04.y1	Homolog PID: 11862958 putative peroxidase [Oryza sativa]	Homolog PID: 6358761 peroxidase ATP23a [Arabidopsis thaliana]	Homolog PID: 6524176 peroxidase ATP23a 12312-13683	614059A04.y1
614060D02.x1				614060D02.x1
614060F06.x1	Homolog PID: 4206306 prpol [Zea mays]	Homolog PID: 4680208 polyprotein [Sorghum bicolor]	Homolog PID: 4378066 polyprotein [Sorghum bicolor]	614060F06.x1
614060E10.y1				614060E10.y1
614062E06.y1	Homolog PID: 6539259 hypothetical protein 77097-79388	Homolog PID: 6729521 putative protein [Arabidopsis thaliana]	Homolog PID: 6630449 F23N19.8 [Arabidopsis thaliana]	614062E06.y1
614058G08.y1	Homolog PID: 5441892 ESTs C96653(C10531),C96654(C1053... [Oryza sativa]	Homolog PID: 11066954 citrate synthase [Oryza sativa]	Homolog PID: 624676 citrate synthase precu	614058G08.y1
614059G05.y1				614059G05.y1
614060F02.y1	Homolog PID: 8954064 Contains a weak similarity to an... [Arabidopsis thaliana]	Homolog PID: 4006886 putative protein [Arabidopsis thaliana]	Homolog PID: 7270635	614060F02.y1
614060E07.y1				614060E07.y1
614060F11.y1	Homolog PID: 7329658 protein kinase ATN1-like protein [Arabidopsis thaliana]	Homolog PID: 1054633 protein kinase [Arabidopsis thaliana]	Homolog PID: 9758080 protei	614060F11.y1
614062C07.y1	Homolog PID: 8978290 oligopeptidase A [Arabidopsis thaliana]	Homolog PID: 7671449 oligopeptidase A-like protein [Arabidopsis thaliana]	Homolog PID: 1653767 oligopeptidase A [Synec	614062C07.y1
614073G08.y3				614073G08.y3
614074G04.y3	Homolog PID: 10140795 putative cytochrome b-561 [Oryza sativa]	Homolog PID: 7269407 putative protein [Arabidopsis thaliana]	Homolog PID: 2980793 putative protein [Arabidopsis th	614074G04.y3
614074C09.y3	Homolog PID: 10176832 contains similarity to guanine n... [Arabidopsis thaliana]	Homolog PID: 11094807 guanine nucleotide exchange fact... [Arabidopsis thaliana]		614074C09.y3
614075A04.x1				614075A04.x1
614076E01.y2	Homolog PID: 8843821 phosphatidylserine decarboxylase [Arabidopsis thaliana]	Homolog PID: 7269448 putative phosphatidylserine deca... [Arabidopsis thaliana]		614076E01.y2
614076G11.y2	Homolog PID: 10998933 RNA helicase, putative, 5' partial [Arabidopsis thaliana]	Homolog PID: 11024882 ATP-dependent RNA helicase, puta... [Arabidopsis thaliana]		614076G11.y2
614073F09.x1	Homolog PID: 10092242 unknown protein 124288-121737			614073F09.x1
614074A05.x3	Homolog PID: 7677264 epsilon-COP [Zea mays]	Homolog PID: 7670066 epsilon1-COP [Oryza sativa]	Homolog PID: 4587519 Strong similarity to F19I3.7 gi|...	614074A05.x3
614074G09.y3				614074G09.y3
614075C04.x1				614075C04.x1
614076G02.y2				614076G02.y2
614077A01.x3				614077A01.x3
614073G12.x1				614073G12.x1
614074E05.y3	Homolog PID: 5903052 Contains PF|00561 alpha/beta hyd...	Homolog PID: 1652197 hypothetical protein [Synechocystis sp]		614074E05.y3
614074C10.y3	Homolog PID: 8886954 F2D10.6 [Arabidopsis thaliana]	Homolog PID: 8778597 F5M15.10 [Arabidopsis thaliana]	Homolog PID: 5817251 dJ914P20.1 [Homo sapiens]	614074C10.y3
614075H04.x1	Homolog PID: 6049130 putative 60S ribosomal protein L15 [Picea abies]	Homolog PID: 6049126 putative 60S ribosomal protein L15 [Picea abies]	Homolog PID: 2996138 putative 	614075H04.x1
614076C04.y2	Homolog PID: 303853 ribosomal protein L3 [Oryza sativa]	Homolog PID: 5762260 Csf-3 [Cucumis sativus]	Homolog PID: 4585874 60s ribosomal protein L3 [Arabidopsis thaliana]	614076C04.y2
614077D02.x3	Homolog PID: 4512713 hypothetical protein [Arabidopsis thaliana]			614077D02.x3
614074F01.y3	Homolog PID: 5679686 protein phosphatase 2A A subunit [Oryza sativa]	Homolog PID: 5679684 phosphatase 2A regulatory A subu... [Oryza sativa]	Homolog PID: 7939566 protein p	614074F01.y3
614074B06.y3	Homolog PID: 6437558 putative ATPase [Arabidopsis thaliana]	Homolog PID: 292496 transcription activator [Homo sapiens]	Homolog PID: 2967452 hSNF2H [Homo sapiens]	614074B06.y3
614074H10.y3	Homolog PID: 4588012 putative callose synthase cataly... [Gossypium hirsutum]	Homolog PID: 6642649 putative glucan synthase [Arabidopsis thaliana]	Homolog PID: 4883	614074H10.y3
614075B06.x1				614075B06.x1
614076C05.y2	Homolog PID: 7270395 Nonclathrin coat protein gamma-l... [Arabidopsis thaliana]	Homolog PID: 3641837 Nonclathrin coat protein gamma-l... [Arabidopsis thaliana]		614076C05.y2
614077F02.x3	Homolog PID: 10443485 rCOP11 protein [Oryza sativa]	Homolog PID: 7208213 constitutive photomorphogenic 11     Oryza [sativa subsp]	Homolog PID: 6850881 FUSCA PROTEIN FUS6 [Arabidopsis thal	614077F02.x3
614090D05.x1				614090D05.x1
614091E04.x1	Homolog PID: 2098709 pectinesterase [Citrus sinensis]	Homolog PID: 2098713 pectinesterase [Citrus sinensis]	Homolog PID: 7025485 pectin methylesterase isoform al... [Vigna radiata]	614091E04.x1
614091E09.x1				614091E09.x1
614092H08.x1	Homolog PID: 2244899 UFD1 like protein [Arabidopsis thaliana]	Homolog PID: 7268289 UFD1 like protein [Arabidopsis thaliana]	Homolog PID: 11139266 PRLI-interacting factor K [Arabi	614092H08.x1
614093H06.x1				614093H06.x1
614095B03.x1				614095B03.x1
614090F07.y1				614090F07.y1
614091C05.x1				614091C05.x1
614091B11.y1				614091B11.y1
614092C09.y2	Homolog PID: 575292 SNF1-related protein kinase [Hordeum vulgare]	Homolog PID: 4107009 OSK1 [Oryza sativa]	Homolog PID: 4091885 protein kinase SNF1 [Oryza sativa]	614092C09.y2
614094F04.x1				614094F04.x1
614095D04.x1	Homolog PID: 2281115 putative cullin-like 1 protein [Arabidopsis thaliana]	Homolog PID: 7269017 putative cullin-like 1 protein [Arabidopsis thaliana]	Homolog PID: 6056	614095D04.x1
614090B09.y1				614090B09.y1
614091F05.y1				614091F05.y1
614091A12.x1				614091A12.x1
614092D10.y3				614092D10.y3
614094G06.x1	Homolog PID: 3047127 F6N23.15 gene product [Arabidopsis thaliana]	Homolog PID: 7267402 putative potassium/H+ antiporter [Arabidopsis thaliana]	Homolog PID: 8671855 Identical 	614094G06.x1
614095G06.x1	Homolog PID: 10178206 beta-glucosidase [Arabidopsis thaliana]	Homolog PID: 9294062 beta-glucosidase [Arabidopsis thaliana]	Homolog PID: 1143864 beta glucosidase [Oryza sativa]	614095G06.x1
614090G09.y1				614090G09.y1
614091D06.x1				614091D06.x1
614091C12.x1				614091C12.x1
614092E11.y3				614092E11.y3
614094E08.x1				614094E08.x1
614095D07.x1	Homolog PID: 10177895 gene_id:K16H17.2~pir||D72332~sim...	Homolog PID: 4981928 conserved hypothetical protein [Thermotoga maritima]	Homolog PID: 11691814 conserved hypothetical prote	614095D07.x1
606001A01.x2	Homolog PID: 4006924 beta-galactosidase like protein [Arabidopsis thaliana]	Homolog PID: 7270584 beta-galactosidase like protein [Arabidopsis thaliana]	Homolog PID: 7	606001A01.x2
606002E01.x1				606002E01.x1
606003C07.x1				606003C07.x1
606004A08.x1	Homolog PID: 902586 ubiquitin [Zea mays]	Homolog PID: 5732081 contains similarity to Pfam fami...	Homolog PID: 7267264 contains similarity to Pfam fami...	606004A08.x1
606005D06.x1	Homolog PID: 10442761 cytochrome P450 [Triticum aestivum]	Homolog PID: 10278481 unnamed protein product	Homolog PID: 10278479 unnamed protein product	606005D06.x1
606006D01.x1	Homolog PID: 5802955 stress related protein [Vitis riparia]	Homolog PID: 7596762 stress related protein, putative [Arabidopsis thaliana]	Homolog PID: 1326163 stress related protein	606006D01.x1
606001F03.x2				606001F03.x2
606002C02.x1	Homolog PID: 1167858 chaperonin [Secale cereale]	Homolog PID: 7248401 ESTs C99033(E4350),C99032(E4350)... [Oryza sativa]	Homolog PID: 4204266 52263 [Arabidopsis thaliana]	606002C02.x1
606003G07.x1				606003G07.x1
606004C10.x1	Homolog PID: 3355486 unknown protein [Arabidopsis thaliana]	Homolog PID: 4883601 hypothetical protein [Arabidopsis thaliana]		606004C10.x1
606005H06.x1	Homolog PID: 2642324 profilin [Zea mays]	Homolog PID: 11493677 profilin 5 [Zea mays]	Homolog PID: 1229169 profilin [Hordeum vulgare]	606005H06.x1
606006F02.x1	Homolog PID: 10800071 hypothetical protein [Oryza sativa]	Homolog PID: 7769858 F12M16.20 [Arabidopsis thaliana]	Homolog PID: 8777478 emb|CAB68200.1~gene_id:K15M2.9~s...	606006F02.x1
606001E04.x2				606001E04.x2
606002A04.x1				606002A04.x1
606003G09.x1				606003G09.x1
606004C11.x1				606004C11.x1
606005E07.x1				606005E07.x1
606006F03.x1	Homolog PID: 6822069 putative protein [Arabidopsis thaliana]	Homolog PID: 9803014 Contains similarity to Pfam doma...		606006F03.x1
606001C08.x2	Homolog PID: 7269973 putative protein [Arabidopsis thaliana]	Homolog PID: 5725436 putative protein [Arabidopsis thaliana]		606001C08.x2
606002E05.x1				606002E05.x1
606003B10.x1	Homolog PID: 7529284 protein kinase precursor-like [Arabidopsis thaliana]			606003B10.x1
606005E01.x1				606005E01.x1
606005B09.x1				606005B09.x1
606006A04.x1	Homolog PID: 6006862 unknown protein [Arabidopsis thaliana]			606006A04.x1
606019F04.x2	Homolog PID: 7940280 F24O1.13 [Arabidopsis thaliana]	Homolog PID: 10945256 hypothetical protein [Oryza sativa]	Homolog PID: 9759226 protein-tyrosine kinase [Arabidopsis thaliana]	606019F04.x2
606020C05.x1				606020C05.x1
606021F02.x2	Homolog PID: 7595794 histone H3 [Euphorbia esula]	Homolog PID: 3249101 Match to histone H3 gene gb|M171...	Homolog PID: 2565419 histone H3 [Onobrychis viciifolia]	606021F02.x2
606021A08.x2				606021A08.x2
606022C02.x1	Homolog PID: 1244716 ACC synthase [Triticum aestivum]	Homolog PID: 4090535 ACC synthase [Carica papaya]	Homolog PID: 7524328 1-aminocyclopropane-1-carboxylat... [Musa acuminata]	606022C02.x1
606022E07.x1				606022E07.x1
606019C05.x2				606019C05.x2
606020E08.x1				606020E08.x1
606021B03.x2	Homolog PID: 8777379 gene_id:MJE7.13~pir||S72530~simi...			606021B03.x2
606021A09.x2				606021A09.x2
606022F02.x1	Homolog PID: 4105798 PGPD14                               Petunia [x hybrida]	Homolog PID: 10177239 PGPD14 protein [Arabidopsis thaliana]		606022F02.x1
606022G08.x1	Homolog PID: 5295982 MADS box-like protein [Oryza sativa]			606022G08.x1
606019C07.x2	Homolog PID: 11321731 unknown protein [Oryza sativa]			606019C07.x2
606020E09.x1				606020E09.x1
606021E03.x2	Homolog PID: 7229679 REVOLUTA [Arabidopsis thaliana]	Homolog PID: 9759333 Revoluta [Arabidopsis thaliana]	Homolog PID: 6524953 homeodomain-leucine zipper prote... [Arabidopsis thaliana]	606021E03.x2
606021C09.x2				606021C09.x2
606022B03.x1	Homolog PID: 5821717 Wee1-like protein [Zea mays]	Homolog PID: 6056405 Similar to Wee1 protein kinase [Arabidopsis thaliana]	Homolog PID: 10728626 wee gene product [Drosophila melanogaster]	606022B03.x1
606022B10.x1				606022B10.x1
606019B08.x2	Homolog PID: 8778498 F20N2.11 [Arabidopsis thaliana]			606019B08.x2
606020A10.x1				606020A10.x1
606021H03.x2	Homolog PID: 6503010 formin-like protein AHF1 [Arabidopsis thaliana]	Homolog PID: 9279730 formin-like protein [Arabidopsis thaliana]	Homolog PID: 6691125 FH protein NFH2 [	606021H03.x2
606021F09.x2	Homolog PID: 3885336 putative receptor-like protein k... [Arabidopsis thaliana]	Homolog PID: 7960721 receptor protein kinase-like(fra... [Arabidopsis thaliana]		606021F09.x2
606022H03.x1				606022H03.x1
606022F10.x1				606022F10.x1
rbcSE1-1				rbcSE1-1
rbcSE1-2				rbcSE1-2
rbcSi				rbcSi
rbcSi/E2(29/16)				rbcSi/E2(29/16)
rbcSE2-1				rbcSE2-1
rbcSE2-2				rbcSE2-2
omtE1-1				omtE1-1
omtE1-2				omtE1-2
omtEi				omtEi
omti				omti
omtE2-1				omtE2-1
omtE2-2				omtE2-2
c2E1-1				c2E1-1
c2E1-2				c2E1-2
c2i				c2i
c2i/E2(29/16)				c2i/E2(29/16)
c2E2-1				c2E2-1
c2E2-2				c2E2-2
mubgE1(UTR)				mubgE1(UTR)
mubge1				mubge1
mubgI-1				mubgI-1
mubgI-2				mubgI-2
mubgE2-1				mubgE2-1
mubgE2-2				mubgE2-2
707010B03.y3	Homolog PID: 1762144 putative cytochrome P450 [Solanum chacoense]	Homolog PID: 5524155 cytochrome p450 [Mentha spicata]	Homolog PID: 2739000 CYP71D10p [Glycine max]	707010B03.y3
707010G08.y2				707010G08.y2
707011B05.y1	Homolog PID: 9758479 peptide methionine sulfoxide red... [Arabidopsis thaliana]	Homolog PID: 7580480 fruit-ripening gene [Lycopersicon esculentum]	Homolog PID: 13	707011B05.y1
707012G06.y1	Homolog PID: 1244566 acetyl-CoA carboxylase [Triticum aestivum]	Homolog PID: 514306 acetyl-CoA carboxylase [Triticum aestivum]	Homolog PID: 1469248 acetyl-CoA carboxylase [Hord	707012G06.y1
707013E04.y6	Homolog PID: 8118439 beta-expansin [Oryza sativa]	Homolog PID: 473360 Phl p I allergen [Phleum pratense]	Homolog PID: 8118421 beta-expansin [Oryza sativa]	707013E04.y6
707013H09.x1	Homolog PID: 4531444 putative amine oxidase [Arabidopsis thaliana]	Homolog PID: 7529748 putative protein [Arabidopsis thaliana]		707013H09.x1
707010H03.x4	Homolog PID: 7293784 CG9290 gene product [Drosophila melanogaster]	Homolog PID: 7295116 CG7076 gene product [Drosophila melanogaster]	Homolog PID: 7295118 CG7072 gene produc	707010H03.x4
707010A09.y2				707010A09.y2
707011E06.y1				707011E06.y1
707012H07.y5	Homolog PID: 10800066 hypothetical protein [Oryza sativa]	Homolog PID: 7769869 F12M16.18 [Arabidopsis thaliana]	Homolog PID: 8777482 emb|CAA17570.1~gene_id:K15M2.13~...	707012H07.y5
707013G04.x1	Homolog PID: 9758731 gene_id:MFC19.8~pir||T05524~simi...	Homolog PID: 7269353 putative protein [Arabidopsis thaliana]	Homolog PID: 4455246 putative protein [Arabidopsis thaliana]	707013G04.x1
707013F10.x1				707013F10.x1
707010B04.y1	Homolog PID: 549986 possible apospory-associated pro... [Pennisetum ciliare]	Homolog PID: 7270496 ankyrin repeat-containing protei... [Arabidopsis thaliana]		707010B04.y1
707010H09.y1	Homolog PID: 9454565 sterol delta7 reductase [Arabidopsis thaliana]	Homolog PID: 7542561 sterol delta7 reductase [Arabidopsis thaliana]	Homolog PID: 1245182 sterol delta-7 	707010H09.y1
707011F07.y1	Homolog PID: 10122056 hypothetical protein [Oryza sativa]	Homolog PID: 4415942 hypothetical protein [Arabidopsis thaliana]	Homolog PID: 4835244 putative mitochondrial protein [Arabid	707011F07.y1
707012G10.y5				707012G10.y5
707013H05.x1				707013H05.x1
707013D11.x1	Homolog PID: 3309243 aconitase-iron regulated protein 1 [Citrus limon]	Homolog PID: 868003 aconitase [Cucurbita sp]	Homolog PID: 11066033 cytosolic aconitase [Nicotiana 	707013D11.x1
707010C05.y1	Homolog PID: 2462834 hypothetical protein [Arabidopsis thaliana]	Homolog PID: 6227011 F12P19.3 [Arabidopsis thaliana]	Homolog PID: 9759486 disease resistance response prot... 	707010C05.y1
707010F10.y2				707010F10.y2
707012D01.y1	Homolog PID: 4566614 actin depolymerizing factor          Populus [x canescens]	Homolog PID: 6007773 actin depolymerizing factor 6 [Arabidopsis thaliana]		707012D01.y1
707012B12.y5				707012B12.y5
707013C07.y5	Homolog PID: 2895781 nitrate-induced NOI protein [Zea mays]	Homolog PID: 2642213 nitrate-induced NOI protein [Zea mays]	Homolog PID: 2642217 NOI protein [Oryza sativa]	707013C07.y5
707013F11.x1	Homolog PID: 5001734 very-long-chain fatty acid conde... [Arabidopsis thaliana]	Homolog PID: 6553942 very-long-chain fatty acid conde... [Arabidopsis thaliana]		707013F11.x1
707035C05.x2				707035C05.x2
707036A01.x1	Homolog PID: 6554474 unknown protein 20843-19352	Homolog PID: 6642664 unknown protein 20920-22411		707036A01.x1
707037C04.x1	Homolog PID: 2564213 ABI2 [Arabidopsis thaliana]	Homolog PID: 1945140 ABI2 protein phosphatase 2C [Arabidopsis thaliana]	Homolog PID: 8777445 protein phosphatase 2C ABI2 [Arabidopsis thaliana	707037C04.x1
707040G03.x5	Homolog PID: 6063542 EST C74302(E30840) corresponds t... [Oryza sativa]	Homolog PID: 309671 glyceraldehyde-3-phosphate dehyd... [Pisum sativum]	Homolog PID: 20733 precu	707040G03.x5
707041C01.x1				707041C01.x1
707041B04.x1				707041B04.x1
707035G05.x2	Homolog PID: 3980417 putative pumilio/Mpt5 family RNA... [Arabidopsis thaliana]	Homolog PID: 3980413 putative pumilio/Mpt5 family RNA... [Arabidopsis thaliana]		707035G05.x2
707036A04.x1				707036A04.x1
707037E05.x1				707037E05.x1
707040C05.x5				707040C05.x5
707041F01.x1				707041F01.x1
707041E04.x3	Homolog PID: 3290006 pathogenesis related protein-5 [Zea mays]	Homolog PID: 20376 thaumatin-like protein [Oryza sativa]	Homolog PID: 1321999 thaumatin-like protein [Triticum aes	707041E04.x3
707035A06.x2				707035A06.x2
707036B05.x1				707036B05.x1
707037C07.x1	Homolog PID: 11610910 putative low temperature and sal... [Oryza sativa]	Homolog PID: 8096374 Similar to Arabidopsis thaliana ... [Oryza sativa]	Homolog PID: 6714402 l	707037C07.x1
707040C06.x5	Homolog PID: 6288682 bZIP transcription factor [Nicotiana tabacum]	Homolog PID: 11138060 putative transcription factor HB... [Oryza sativa]	Homolog PID: 6498432 Similar to T	707040C06.x5
707041B02.x1				707041B02.x1
707041H04.x1				707041H04.x1
707035D07.x2	Homolog PID: 8843755 gene_id:MXK3.14~unknown protein [Arabidopsis thaliana]			707035D07.x2
707036G05.x1				707036G05.x1
707037A08.x1	Homolog PID: 6686396 F1E22.10 [Arabidopsis thaliana]	Homolog PID: 9294153 gb|AAD49762.1~gene_id:MKP6.21~st...	Homolog PID: 11034704 contains EST AU108928(E2625)~sim... [Oryza sativa]	707037A08.x1
707040C08.x2	Homolog PID: 7687901 Cyn d 1 [Cynodon dactylon]	Homolog PID: 3901094 pollen allergen Phl pI [Phleum pratense]	Homolog PID: 473360 Phl p I allergen [Phleum pratense]	707040C08.x2
707041E02.x1				707041E02.x1
707041G05.x1				707041G05.x1
707055E04.x1	Homolog PID: 644490 cysteine proteinase [Zea mays]	Homolog PID: 1491774 cysteine protease [Zea mays]	Homolog PID: 218185 oryzain gamma precursor [Oryza sativa]	707055E04.x1
707056C02.x1	Homolog PID: 3885886 Rieske Fe-S precursor protein [Oryza sativa]	Homolog PID: 19995 Rieske FeS [Nicotiana tabacum]	Homolog PID: 19999 Rieske Fe/S protein of cytochrom... [Ni	707056C02.x1
707056G07.x2				707056G07.x2
707057D02.x1	Homolog PID: 8777419 mitotic checkpoint protein-like [Arabidopsis thaliana]			707057D02.x1
707057E07.x2				707057E07.x2
707058A03.x1				707058A03.x1
707055B07.x1	Homolog PID: 288612 polygalacturonase [Zea mays]	Homolog PID: 4826572 polygalacturonase [Phleum pratense]	Homolog PID: 22424 polygalacturonase [Zea mays]	707055B07.x1
707056G02.x1				707056G02.x1
707056C08.x1	Homolog PID: 7340287 small subunit ADP glucose pyroph... [Triticum aestivum]	Homolog PID: 21687 ADP-glucose pyrophosphorylase [Triticum aestivum]	Homolog PID: 114350	707056C08.x1
707057B03.x2	Homolog PID: 8809614 contains similarity to EREBP-4~g... [Arabidopsis thaliana]	Homolog PID: 2245108 EREBP-4 like protein [Arabidopsis thaliana]	Homolog PID: 7268	707057B03.x2
707057D08.x1	Homolog PID: 499012 actin [Sorghum bicolor]	Homolog PID: 295885 actin [Oryza sativa]	Homolog PID: 7211789 actin 1 [Avena nuda]	707057D08.x1
707058H03.x2	Homolog PID: 4006900 hypothetical protein [Arabidopsis thaliana]	Homolog PID: 7270611 hypothetical protein [Arabidopsis thaliana]		707058H03.x2
707055D09.x1	Homolog PID: 20256 heat shock protein 82 [Oryza sativa]	Homolog PID: 6934298 heat-shock protein 80 [Euphorbia esula]	Homolog PID: 169296 heat shock protein 83 [Ipomoea nil]	707055D09.x1
